Tech node (nm), Capacity (bytes), Number of banks, Associativity, Output width (bits), Access time (ns), Random cycle time (ns), Dynamic search energy (nJ), Dynamic read energy (nJ), Dynamic write energy (nJ), Standby leakage per bank(mW), Area (mm2), Ndwl, Ndbl, Nspd, Ndcm, Ndsam_level_1, Ndsam_level_2, Data arrary area efficiency %, Ntwl, Ntbl, Ntspd, Ntcm, Ntsam_level_1, Ntsam_level_2, Tag arrary area efficiency %, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
65, 67108864, 1024, 1, 128, 8.34221, 7.89632, N/A, 1.09564, 19.6094, 38.4886, 158.375, 4, 4, 0.125, 1, 1, 16, 9.66751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
