Size (Bytes),	Line Size (Bytes),	Associativity,	Num Banks,	Technology Node (um),	Operating Temp (K),	Cycle time (s),	Per-Byte Read Energy (J),	Per-Byte Write Energy (J),	Static Power (W),	Area (mm2),
67108864,	1615,	2,	1,	0.065,	360,	5.7583900000000004e-09,	2.53721e-07,	2.13088e-06,	95.92810000000001,	1974.71,
67108864,	1616,	2,	1,	0.065,	360,	5.75327e-09,	2.5419000000000003e-07,	2.2531700000000003e-06,	95.8544,	1975.25,
67108864,	1617,	2,	1,	0.065,	360,	5.750270000000001e-09,	2.5487700000000004e-07,	2.1377300000000003e-06,	96.1345,	1982.63,
67108864,	1618,	2,	1,	0.065,	360,	5.74643e-09,	2.55023e-07,	2.1367800000000003e-06,	96.07900000000001,	1983.26,
67108864,	1619,	2,	1,	0.065,	360,	5.7425900000000005e-09,	2.5516900000000005e-07,	2.13584e-06,	96.0235,	1983.9,
67108864,	1620,	2,	1,	0.065,	360,	5.73875e-09,	2.55315e-07,	2.1349e-06,	95.968,	1984.54,
67108864,	1621,	2,	1,	0.065,	360,	5.73363e-09,	2.5546000000000004e-07,	2.1335900000000004e-06,	95.89410000000001,	1985.08,
67108864,	1622,	2,	1,	0.065,	360,	5.729790000000001e-09,	2.55606e-07,	2.1326500000000002e-06,	95.83860000000001,	1985.71,
67108864,	1623,	2,	1,	0.065,	360,	5.72596e-09,	2.55752e-07,	2.1317e-06,	95.7831,	1986.35,
67108864,	1624,	2,	1,	0.065,	360,	5.722120000000001e-09,	2.56224e-07,	2.2543e-06,	95.72760000000001,	1986.99,
67108864,	1625,	2,	1,	0.065,	360,	5.71913e-09,	2.56915e-07,	2.13887e-06,	96.00630000000001,	1994.38,
67108864,	1626,	2,	1,	0.065,	360,	5.715290000000001e-09,	2.57062e-07,	2.13793e-06,	95.9507,	1995.02,
67108864,	1627,	2,	1,	0.065,	360,	5.710180000000001e-09,	2.57206e-07,	2.1366100000000003e-06,	95.87639999999999,	1995.56,
67108864,	1628,	2,	1,	0.065,	360,	5.70635e-09,	2.5735300000000004e-07,	2.13567e-06,	95.8208,	1996.2,
67108864,	1629,	2,	1,	0.065,	360,	5.70252e-09,	2.5749900000000005e-07,	2.1347199999999998e-06,	95.7651,	1996.84,
67108864,	1630,	2,	1,	0.065,	360,	5.698690000000001e-09,	2.5764600000000003e-07,	2.1337700000000002e-06,	95.7094,	1997.48,
67108864,	1631,	2,	1,	0.065,	360,	5.694860000000001e-09,	2.57792e-07,	2.1328200000000003e-06,	95.6537,	1998.11,
67108864,	1632,	2,	1,	0.065,	360,	5.69103e-09,	2.58265e-07,	2.25535e-06,	95.5981,	1998.75,
67108864,	1633,	2,	1,	0.065,	360,	5.68677e-09,	2.58961e-07,	2.13958e-06,	95.85589999999999,	2006.1,
67108864,	1634,	2,	1,	0.065,	360,	5.682940000000001e-09,	2.5910800000000005e-07,	2.13863e-06,	95.8,	2006.74,
67108864,	1635,	2,	1,	0.065,	360,	5.67912e-09,	2.5925500000000003e-07,	2.13768e-06,	95.74419999999999,	2007.38,
67108864,	1636,	2,	1,	0.065,	360,	5.675290000000001e-09,	2.59402e-07,	2.13673e-06,	95.6883,	2008.02,
67108864,	1637,	2,	1,	0.065,	360,	5.671470000000001e-09,	2.59549e-07,	2.1357800000000002e-06,	95.63239999999999,	2008.66,
67108864,	1638,	2,	1,	0.065,	360,	5.66764e-09,	2.59696e-07,	2.13483e-06,	95.57660000000001,	2009.3,
67108864,	1639,	2,	1,	0.065,	360,	5.663820000000001e-09,	2.5984300000000006e-07,	2.13387e-06,	95.5207,	2009.94,
67108864,	1640,	2,	1,	0.065,	360,	5.660000000000001e-09,	2.60316e-07,	2.25633e-06,	95.46480000000001,	2010.58,
67108864,	1641,	2,	1,	0.065,	360,	5.655750000000001e-09,	2.6101400000000004e-07,	2.14058e-06,	95.7212,	2017.92,
67108864,	1642,	2,	1,	0.065,	360,	5.651930000000001e-09,	2.61161e-07,	2.1396300000000002e-06,	95.6652,	2018.56,
67108864,	1643,	2,	1,	0.065,	360,	5.648110000000001e-09,	2.6130900000000003e-07,	2.1386700000000004e-06,	95.60910000000001,	2019.2,
67108864,	1644,	2,	1,	0.065,	360,	5.64429e-09,	2.61456e-07,	2.13772e-06,	95.55310000000001,	2019.84,
67108864,	1645,	2,	1,	0.065,	360,	5.64048e-09,	2.61604e-07,	2.13676e-06,	95.497,	2020.49,
67108864,	1646,	2,	1,	0.065,	360,	5.63666e-09,	2.61751e-07,	2.1358100000000002e-06,	95.4409,	2021.13,
67108864,	1647,	2,	1,	0.065,	360,	5.632850000000001e-09,	2.61899e-07,	2.13485e-06,	95.3849,	2021.77,
67108864,	1648,	2,	1,	0.065,	360,	5.629030000000001e-09,	2.62373e-07,	2.25723e-06,	95.3288,	2022.41,
67108864,	1649,	2,	1,	0.065,	360,	5.62606e-09,	2.63077e-07,	2.14189e-06,	95.6017,	2029.86,
67108864,	1650,	2,	1,	0.065,	360,	5.622250000000001e-09,	2.6322500000000003e-07,	2.14093e-06,	95.5454,	2030.51,
67108864,	1651,	2,	1,	0.065,	360,	5.61717e-09,	2.63371e-07,	2.1395900000000004e-06,	95.4704,	2031.06,
67108864,	1652,	2,	1,	0.065,	360,	5.61336e-09,	2.6351900000000005e-07,	2.13863e-06,	95.4141,	2031.7,
67108864,	1653,	2,	1,	0.065,	360,	5.60955e-09,	2.63667e-07,	2.13768e-06,	95.3579,	2032.35,
67108864,	1654,	2,	1,	0.065,	360,	5.6057400000000005e-09,	2.63815e-07,	2.13672e-06,	95.30160000000001,	2032.99,
67108864,	1655,	2,	1,	0.065,	360,	5.60193e-09,	2.63963e-07,	2.1357600000000005e-06,	95.24539999999999,	2033.64,
67108864,	1656,	2,	1,	0.065,	360,	5.59812e-09,	2.6443700000000003e-07,	2.2580500000000003e-06,	95.18910000000001,	2034.28,
67108864,	1657,	2,	1,	0.065,	360,	5.59516e-09,	2.65146e-07,	2.14275e-06,	95.46060000000001,	2041.75,
67108864,	1658,	2,	1,	0.065,	360,	5.591350000000001e-09,	2.65294e-07,	2.1417800000000003e-06,	95.4042,	2042.4,
67108864,	1659,	2,	1,	0.065,	360,	5.587550000000001e-09,	2.6544200000000003e-07,	2.1408200000000005e-06,	95.3477,	2043.04,
67108864,	1660,	2,	1,	0.065,	360,	5.58374e-09,	2.65591e-07,	2.13985e-06,	95.2913,	2043.69,
67108864,	1661,	2,	1,	0.065,	360,	5.57994e-09,	2.6573899999999997e-07,	2.13889e-06,	95.2348,	2044.34,
67108864,	1662,	2,	1,	0.065,	360,	5.57614e-09,	2.65888e-07,	2.13793e-06,	95.1784,	2044.98,
67108864,	1663,	2,	1,	0.065,	360,	5.57234e-09,	2.66036e-07,	2.13696e-06,	95.1219,	2045.63,
67108864,	1664,	2,	1,	0.065,	360,	5.56854e-09,	2.6651100000000005e-07,	2.2592e-06,	95.0655,	2046.28,
67108864,	1665,	2,	1,	0.065,	360,	5.566430000000001e-09,	2.68113e-07,	2.1527800000000002e-06,	95.6609,	2060.59,
67108864,	1666,	2,	1,	0.065,	360,	5.562630000000001e-09,	2.68262e-07,	2.15181e-06,	95.6041,	2061.24,
67108864,	1667,	2,	1,	0.065,	360,	5.558830000000001e-09,	2.68412e-07,	2.1508400000000005e-06,	95.5473,	2061.89,
67108864,	1668,	2,	1,	0.065,	360,	5.55504e-09,	2.68561e-07,	2.14987e-06,	95.4904,	2062.54,
67108864,	1669,	2,	1,	0.065,	360,	5.55124e-09,	2.68711e-07,	2.14889e-06,	95.43360000000001,	2063.19,
67108864,	1670,	2,	1,	0.065,	360,	5.5474400000000004e-09,	2.6886000000000004e-07,	2.1479200000000003e-06,	95.3768,	2063.84,
67108864,	1671,	2,	1,	0.065,	360,	5.543650000000001e-09,	2.6901e-07,	2.14695e-06,	95.31989999999999,	2064.49,
67108864,	1672,	2,	1,	0.065,	360,	5.5398500000000005e-09,	2.6948700000000004e-07,	2.26964e-06,	95.26310000000001,	2065.14,
67108864,	1673,	2,	1,	0.065,	360,	5.5369100000000005e-09,	2.70203e-07,	2.15385e-06,	95.5304,	2072.65,
67108864,	1674,	2,	1,	0.065,	360,	5.533120000000001e-09,	2.70353e-07,	2.15287e-06,	95.4734,	2073.31,
67108864,	1675,	2,	1,	0.065,	360,	5.52933e-09,	2.70503e-07,	2.15189e-06,	95.4164,	2073.96,
67108864,	1676,	2,	1,	0.065,	360,	5.525540000000001e-09,	2.7065300000000003e-07,	2.15091e-06,	95.3594,	2074.61,
67108864,	1677,	2,	1,	0.065,	360,	5.52175e-09,	2.70803e-07,	2.14994e-06,	95.3023,	2075.27,
67108864,	1678,	2,	1,	0.065,	360,	5.517960000000001e-09,	2.70953e-07,	2.1489600000000003e-06,	95.2453,	2075.92,
67108864,	1679,	2,	1,	0.065,	360,	5.51417e-09,	2.71103e-07,	2.1479800000000003e-06,	95.1883,	2076.57,
67108864,	1680,	2,	1,	0.065,	360,	5.51038e-09,	2.7158e-07,	2.2706e-06,	95.13119999999999,	2077.23,
67108864,	1681,	2,	1,	0.065,	360,	5.5074400000000006e-09,	2.72301e-07,	2.1548400000000004e-06,	95.3973,	2084.76,
67108864,	1682,	2,	1,	0.065,	360,	5.50366e-09,	2.7245100000000006e-07,	2.1538600000000004e-06,	95.3401,	2085.41,
67108864,	1683,	2,	1,	0.065,	360,	5.4998699999999995e-09,	2.72602e-07,	2.15288e-06,	95.2829,	2086.07,
67108864,	1684,	2,	1,	0.065,	360,	5.49609e-09,	2.72752e-07,	2.15189e-06,	95.22560000000001,	2086.72,
67108864,	1685,	2,	1,	0.065,	360,	5.49231e-09,	2.7290300000000004e-07,	2.15091e-06,	95.16839999999999,	2087.38,
67108864,	1686,	2,	1,	0.065,	360,	5.48853e-09,	2.73053e-07,	2.14993e-06,	95.1112,	2088.04,
67108864,	1687,	2,	1,	0.065,	360,	5.484740000000001e-09,	2.73203e-07,	2.14895e-06,	95.054,	2088.69,
67108864,	1688,	2,	1,	0.065,	360,	5.48096e-09,	2.7368200000000005e-07,	2.27149e-06,	94.9967,	2089.35,
67108864,	1689,	2,	1,	0.065,	360,	5.478030000000001e-09,	2.74407e-07,	2.1557600000000003e-06,	95.26060000000001,	2096.9,
67108864,	1690,	2,	1,	0.065,	360,	5.47426e-09,	2.74558e-07,	2.1547800000000004e-06,	95.2032,	2097.55,
67108864,	1691,	2,	1,	0.065,	360,	5.47048e-09,	2.7470800000000005e-07,	2.15379e-06,	95.14580000000001,	2098.21,
67108864,	1692,	2,	1,	0.065,	360,	5.4667000000000006e-09,	2.74859e-07,	2.1528100000000002e-06,	95.0884,	2098.87,
67108864,	1693,	2,	1,	0.065,	360,	5.462920000000001e-09,	2.7501e-07,	2.1518200000000004e-06,	95.0309,	2099.53,
67108864,	1694,	2,	1,	0.065,	360,	5.45915e-09,	2.75161e-07,	2.1508400000000005e-06,	94.9735,	2100.18,
67108864,	1695,	2,	1,	0.065,	360,	5.45663e-09,	2.7531400000000005e-07,	2.15023e-06,	94.9353,	2100.94,
67108864,	1696,	2,	1,	0.065,	360,	5.452860000000001e-09,	2.7579300000000004e-07,	2.27271e-06,	94.87780000000001,	2101.6,
67108864,	1697,	2,	1,	0.065,	360,	5.44994e-09,	2.7717200000000004e-07,	2.1576500000000004e-06,	95.1406,	2114.34,
67108864,	1698,	2,	1,	0.065,	360,	5.446170000000001e-09,	2.7732400000000006e-07,	2.1566599999999998e-06,	95.083,	2115.0,
67108864,	1699,	2,	1,	0.065,	360,	5.44239e-09,	2.77476e-07,	2.1556700000000004e-06,	95.02539999999999,	2115.66,
67108864,	1700,	2,	1,	0.065,	360,	5.43862e-09,	2.7762800000000003e-07,	2.15468e-06,	94.96780000000001,	2116.32,
67108864,	1701,	2,	1,	0.065,	360,	5.4348500000000005e-09,	2.77779e-07,	2.1536900000000004e-06,	94.9102,	2116.98,
67108864,	1702,	2,	1,	0.065,	360,	5.43108e-09,	2.77931e-07,	2.1527e-06,	94.85260000000001,	2117.65,
67108864,	1703,	2,	1,	0.065,	360,	5.427320000000001e-09,	2.7808300000000004e-07,	2.15172e-06,	94.7949,	2118.31,
67108864,	1704,	2,	1,	0.065,	360,	5.42355e-09,	2.78563e-07,	2.2741100000000002e-06,	94.7373,	2118.97,
67108864,	1705,	2,	1,	0.065,	360,	5.421890000000001e-09,	2.79298e-07,	2.15883e-06,	95.017,	2126.66,
67108864,	1706,	2,	1,	0.065,	360,	5.41812e-09,	2.7945000000000003e-07,	2.15783e-06,	94.9592,	2127.32,
67108864,	1707,	2,	1,	0.065,	360,	5.41436e-09,	2.79603e-07,	2.15684e-06,	94.9014,	2127.98,
67108864,	1708,	2,	1,	0.065,	360,	5.4106e-09,	2.7975500000000003e-07,	2.15585e-06,	94.84360000000001,	2128.65,
67108864,	1709,	2,	1,	0.065,	360,	5.4068300000000004e-09,	2.79907e-07,	2.1548500000000002e-06,	94.78580000000001,	2129.31,
67108864,	1710,	2,	1,	0.065,	360,	5.40307e-09,	2.8005900000000006e-07,	2.1538600000000004e-06,	94.72800000000001,	2129.98,
67108864,	1711,	2,	1,	0.065,	360,	5.3993100000000005e-09,	2.80212e-07,	2.15287e-06,	94.6702,	2130.64,
67108864,	1712,	2,	1,	0.065,	360,	5.3955500000000005e-09,	2.80692e-07,	2.2751900000000004e-06,	94.6124,	2131.3,
67108864,	1713,	2,	1,	0.065,	360,	5.39389e-09,	2.8143200000000005e-07,	2.15994e-06,	94.891,	2139.01,
67108864,	1714,	2,	1,	0.065,	360,	5.39014e-09,	2.81584e-07,	2.15894e-06,	94.833,	2139.68,
67108864,	1715,	2,	1,	0.065,	360,	5.3863800000000006e-09,	2.8173700000000006e-07,	2.1579400000000004e-06,	94.775,	2140.34,
67108864,	1716,	2,	1,	0.065,	360,	5.382620000000001e-09,	2.8189e-07,	2.1569400000000003e-06,	94.717,	2141.01,
67108864,	1717,	2,	1,	0.065,	360,	5.378860000000001e-09,	2.8204300000000003e-07,	2.15595e-06,	94.659,	2141.67,
67108864,	1718,	2,	1,	0.065,	360,	5.3751100000000005e-09,	2.82195e-07,	2.15495e-06,	94.601,	2142.34,
67108864,	1719,	2,	1,	0.065,	360,	5.37135e-09,	2.8234800000000003e-07,	2.15395e-06,	94.543,	2143.01,
67108864,	1720,	2,	1,	0.065,	360,	5.36885e-09,	2.82831e-07,	2.2766100000000002e-06,	94.5043,	2143.77,
67108864,	1721,	2,	1,	0.065,	360,	5.3659500000000005e-09,	2.83573e-07,	2.16098e-06,	94.7615,	2151.4,
67108864,	1722,	2,	1,	0.065,	360,	5.3622e-09,	2.83726e-07,	2.15998e-06,	94.7033,	2152.07,
67108864,	1723,	2,	1,	0.065,	360,	5.35844e-09,	2.8387900000000005e-07,	2.1589800000000003e-06,	94.64510000000001,	2152.74,
67108864,	1724,	2,	1,	0.065,	360,	5.35469e-09,	2.84033e-07,	2.1579800000000002e-06,	94.5869,	2153.4,
67108864,	1725,	2,	1,	0.065,	360,	5.35094e-09,	2.84186e-07,	2.15698e-06,	94.5287,	2154.07,
67108864,	1726,	2,	1,	0.065,	360,	5.348440000000001e-09,	2.8434100000000004e-07,	2.1563600000000004e-06,	94.48989999999999,	2154.84,
67108864,	1727,	2,	1,	0.065,	360,	5.3446900000000005e-09,	2.8449400000000003e-07,	2.1553600000000003e-06,	94.43169999999999,	2155.51,
67108864,	1728,	2,	1,	0.065,	360,	5.34095e-09,	2.84976e-07,	2.2775500000000003e-06,	94.3735,	2156.17,
67108864,	1729,	2,	1,	0.065,	360,	5.338910000000001e-09,	2.8664200000000003e-07,	2.1705700000000005e-06,	94.9431,	2170.79,
67108864,	1730,	2,	1,	0.065,	360,	5.335160000000001e-09,	2.86796e-07,	2.16956e-06,	94.8845,	2171.46,
67108864,	1731,	2,	1,	0.065,	360,	5.33267e-09,	2.86952e-07,	2.1689400000000004e-06,	94.8455,	2172.23,
67108864,	1732,	2,	1,	0.065,	360,	5.32892e-09,	2.8710600000000003e-07,	2.16793e-06,	94.7869,	2172.9,
67108864,	1733,	2,	1,	0.065,	360,	5.32518e-09,	2.87261e-07,	2.16692e-06,	94.7283,	2173.57,
67108864,	1734,	2,	1,	0.065,	360,	5.321430000000001e-09,	2.8741500000000004e-07,	2.16591e-06,	94.66980000000001,	2174.24,
67108864,	1735,	2,	1,	0.065,	360,	5.3176900000000005e-09,	2.8756900000000005e-07,	2.1649000000000002e-06,	94.6112,	2174.92,
67108864,	1736,	2,	1,	0.065,	360,	5.3152e-09,	2.88055e-07,	2.28793e-06,	94.5721,	2175.69,
67108864,	1737,	2,	1,	0.065,	360,	5.31231e-09,	2.88805e-07,	2.1718500000000002e-06,	94.8262,	2183.36,
67108864,	1738,	2,	1,	0.065,	360,	5.30857e-09,	2.8895900000000004e-07,	2.17083e-06,	94.7675,	2184.04,
67108864,	1739,	2,	1,	0.065,	360,	5.304830000000001e-09,	2.89114e-07,	2.16982e-06,	94.7087,	2184.71,
67108864,	1740,	2,	1,	0.065,	360,	5.30234e-09,	2.89271e-07,	2.1692e-06,	94.6695,	2185.48,
67108864,	1741,	2,	1,	0.065,	360,	5.298600000000001e-09,	2.8942500000000004e-07,	2.16818e-06,	94.6107,	2186.16,
67108864,	1742,	2,	1,	0.065,	360,	5.29487e-09,	2.8958e-07,	2.16717e-06,	94.552,	2186.83,
67108864,	1743,	2,	1,	0.065,	360,	5.29113e-09,	2.89735e-07,	2.1661500000000004e-06,	94.4932,	2187.51,
67108864,	1744,	2,	1,	0.065,	360,	5.2874000000000006e-09,	2.90219e-07,	2.2886999999999998e-06,	94.4344,	2188.18,
67108864,	1745,	2,	1,	0.065,	360,	5.28576e-09,	2.9097500000000005e-07,	2.17306e-06,	94.7061,	2195.98,
67108864,	1746,	2,	1,	0.065,	360,	5.28203e-09,	2.9113000000000004e-07,	2.17204e-06,	94.64710000000001,	2196.65,
67108864,	1747,	2,	1,	0.065,	360,	5.2783e-09,	2.9128500000000003e-07,	2.17102e-06,	94.58810000000001,	2197.33,
67108864,	1748,	2,	1,	0.065,	360,	5.2745600000000004e-09,	2.91441e-07,	2.17e-06,	94.5292,	2198.0,
67108864,	1749,	2,	1,	0.065,	360,	5.27208e-09,	2.9159800000000004e-07,	2.1693800000000002e-06,	94.48989999999999,	2198.78,
67108864,	1750,	2,	1,	0.065,	360,	5.26835e-09,	2.91753e-07,	2.1683600000000004e-06,	94.4309,	2199.46,
67108864,	1751,	2,	1,	0.065,	360,	5.26462e-09,	2.91908e-07,	2.1673400000000002e-06,	94.3719,	2200.13,
67108864,	1752,	2,	1,	0.065,	360,	5.26213e-09,	2.92395e-07,	2.29024e-06,	94.33260000000001,	2200.91,
67108864,	1753,	2,	1,	0.065,	360,	5.25926e-09,	2.93154e-07,	2.17421e-06,	94.5835,	2208.62,
67108864,	1754,	2,	1,	0.065,	360,	5.255530000000001e-09,	2.9330900000000005e-07,	2.1731900000000004e-06,	94.5244,	2209.3,
67108864,	1755,	2,	1,	0.065,	360,	5.25181e-09,	2.93465e-07,	2.17217e-06,	94.4652,	2209.98,
67108864,	1756,	2,	1,	0.065,	360,	5.249320000000001e-09,	2.93622e-07,	2.17154e-06,	94.42580000000001,	2210.76,
67108864,	1757,	2,	1,	0.065,	360,	5.2456e-09,	2.93778e-07,	2.1705100000000005e-06,	94.3666,	2211.44,
67108864,	1758,	2,	1,	0.065,	360,	5.24187e-09,	2.9393400000000004e-07,	2.16949e-06,	94.3074,	2212.12,
67108864,	1759,	2,	1,	0.065,	360,	5.23815e-09,	2.9408900000000003e-07,	2.16847e-06,	94.2483,	2212.79,
67108864,	1760,	2,	1,	0.065,	360,	5.23567e-09,	2.94577e-07,	2.29129e-06,	94.20880000000001,	2213.57,
67108864,	1761,	2,	1,	0.065,	360,	5.2328e-09,	2.95342e-07,	2.1753e-06,	94.4577,	2221.34,
67108864,	1762,	2,	1,	0.065,	360,	5.22908e-09,	2.95498e-07,	2.1742800000000004e-06,	94.3983,	2222.02,
67108864,	1763,	2,	1,	0.065,	360,	5.226600000000001e-09,	2.9565600000000004e-07,	2.17364e-06,	94.3587,	2222.8,
67108864,	1764,	2,	1,	0.065,	360,	5.2228800000000005e-09,	2.9581200000000006e-07,	2.17262e-06,	94.29939999999999,	2223.48,
67108864,	1765,	2,	1,	0.065,	360,	5.21916e-09,	2.95968e-07,	2.1715900000000002e-06,	94.24,	2224.16,
67108864,	1766,	2,	1,	0.065,	360,	5.21668e-09,	2.96126e-07,	2.1709600000000002e-06,	94.2005,	2224.94,
67108864,	1767,	2,	1,	0.065,	360,	5.21296e-09,	2.96282e-07,	2.16993e-06,	94.14110000000001,	2225.62,
67108864,	1768,	2,	1,	0.065,	360,	5.20925e-09,	2.96769e-07,	2.2922800000000004e-06,	94.0818,	2226.3,
67108864,	1769,	2,	1,	0.065,	360,	5.2076300000000006e-09,	2.9753699999999997e-07,	2.1767300000000002e-06,	94.3493,	2234.16,
67108864,	1770,	2,	1,	0.065,	360,	5.203920000000001e-09,	2.97694e-07,	2.1756999999999998e-06,	94.2897,	2234.84,
67108864,	1771,	2,	1,	0.065,	360,	5.2002e-09,	2.97851e-07,	2.17466e-06,	94.2302,	2235.52,
67108864,	1772,	2,	1,	0.065,	360,	5.1964900000000005e-09,	2.9800700000000003e-07,	2.1736300000000002e-06,	94.17060000000001,	2236.21,
67108864,	1773,	2,	1,	0.065,	360,	5.19401e-09,	2.98166e-07,	2.173e-06,	94.1309,	2236.99,
67108864,	1774,	2,	1,	0.065,	360,	5.1903e-09,	2.9832200000000004e-07,	2.17197e-06,	94.0714,	2237.67,
67108864,	1775,	2,	1,	0.065,	360,	5.18659e-09,	2.98479e-07,	2.17093e-06,	94.01180000000001,	2238.35,
67108864,	1776,	2,	1,	0.065,	360,	5.184110000000001e-09,	2.9896800000000003e-07,	2.2936300000000003e-06,	93.97210000000001,	2239.14,
67108864,	1777,	2,	1,	0.065,	360,	5.18127e-09,	2.99739e-07,	2.17769e-06,	94.21780000000001,	2246.91,
67108864,	1778,	2,	1,	0.065,	360,	5.1787900000000005e-09,	2.9989800000000003e-07,	2.17706e-06,	94.178,	2247.7,
67108864,	1779,	2,	1,	0.065,	360,	5.175080000000001e-09,	3.00055e-07,	2.17602e-06,	94.1182,	2248.39,
67108864,	1780,	2,	1,	0.065,	360,	5.171380000000001e-09,	3.00212e-07,	2.17499e-06,	94.0585,	2249.07,
67108864,	1781,	2,	1,	0.065,	360,	5.1689e-09,	3.00371e-07,	2.17435e-06,	94.0187,	2249.86,
67108864,	1782,	2,	1,	0.065,	360,	5.1651999999999995e-09,	3.0052900000000003e-07,	2.1733100000000003e-06,	93.9589,	2250.54,
67108864,	1783,	2,	1,	0.065,	360,	5.16149e-09,	3.00686e-07,	2.1722800000000002e-06,	93.8992,	2251.23,
67108864,	1784,	2,	1,	0.065,	360,	5.159020000000001e-09,	3.01175e-07,	2.29491e-06,	93.8594,	2252.01,
67108864,	1785,	2,	1,	0.065,	360,	5.15618e-09,	3.0195100000000005e-07,	2.1790000000000002e-06,	94.1039,	2259.81,
67108864,	1786,	2,	1,	0.065,	360,	5.15248e-09,	3.0210800000000005e-07,	2.1779600000000003e-06,	94.044,	2260.5,
67108864,	1787,	2,	1,	0.065,	360,	5.1500100000000005e-09,	3.02268e-07,	2.1773200000000004e-06,	94.004,	2261.28,
67108864,	1788,	2,	1,	0.065,	360,	5.14631e-09,	3.02425e-07,	2.1762800000000005e-06,	93.9441,	2261.97,
67108864,	1789,	2,	1,	0.065,	360,	5.1426e-09,	3.0258300000000003e-07,	2.1752399999999998e-06,	93.88419999999999,	2262.66,
67108864,	1790,	2,	1,	0.065,	360,	5.14014e-09,	3.02743e-07,	2.1746e-06,	93.8442,	2263.45,
67108864,	1791,	2,	1,	0.065,	360,	5.136440000000001e-09,	3.029e-07,	2.17356e-06,	93.7843,	2264.13,
67108864,	1792,	2,	1,	0.065,	360,	5.13397e-09,	3.0339e-07,	2.2961300000000003e-06,	93.74430000000001,	2264.92,
67108864,	1793,	2,	1,	0.065,	360,	5.132e-09,	3.0513000000000003e-07,	2.1886200000000002e-06,	94.2898,	2279.84,
67108864,	1794,	2,	1,	0.065,	360,	5.128300000000001e-09,	3.0528800000000005e-07,	2.1875700000000005e-06,	94.2295,	2280.54,
67108864,	1795,	2,	1,	0.065,	360,	5.12584e-09,	3.0544900000000005e-07,	2.18693e-06,	94.1893,	2281.33,
67108864,	1796,	2,	1,	0.065,	360,	5.12214e-09,	3.0560700000000007e-07,	2.1858800000000004e-06,	94.129,	2282.02,
67108864,	1797,	2,	1,	0.065,	360,	5.11968e-09,	3.05768e-07,	2.18524e-06,	94.0888,	2282.81,
67108864,	1798,	2,	1,	0.065,	360,	5.11599e-09,	3.05926e-07,	2.1841900000000003e-06,	94.02839999999999,	2283.5,
67108864,	1799,	2,	1,	0.065,	360,	5.11229e-09,	3.06085e-07,	2.18314e-06,	93.9681,	2284.2,
67108864,	1800,	2,	1,	0.065,	360,	5.10983e-09,	3.06577e-07,	2.30612e-06,	93.9279,	2284.99,
67108864,	1801,	2,	1,	0.065,	360,	5.107000000000001e-09,	3.07361e-07,	2.1897800000000005e-06,	94.1687,	2292.83,
67108864,	1802,	2,	1,	0.065,	360,	5.104540000000001e-09,	3.07522e-07,	2.1891300000000003e-06,	94.1284,	2293.62,
67108864,	1803,	2,	1,	0.065,	360,	5.100850000000001e-09,	3.07681e-07,	2.18808e-06,	94.0679,	2294.32,
67108864,	1804,	2,	1,	0.065,	360,	5.098390000000001e-09,	3.07842e-07,	2.18743e-06,	94.0275,	2295.11,
67108864,	1805,	2,	1,	0.065,	360,	5.0947e-09,	3.08001e-07,	2.1863800000000002e-06,	93.967,	2295.81,
67108864,	1806,	2,	1,	0.065,	360,	5.09101e-09,	3.0816000000000003e-07,	2.18533e-06,	93.90650000000001,	2296.5,
67108864,	1807,	2,	1,	0.065,	360,	5.08855e-09,	3.08321e-07,	2.18468e-06,	93.8661,	2297.3,
67108864,	1808,	2,	1,	0.065,	360,	5.08487e-09,	3.08812e-07,	2.3071900000000003e-06,	93.80560000000001,	2297.99,
67108864,	1809,	2,	1,	0.065,	360,	5.08327e-09,	3.10292e-07,	2.1919800000000002e-06,	94.06569999999999,	2311.29,
67108864,	1810,	2,	1,	0.065,	360,	5.07959e-09,	3.1045200000000003e-07,	2.19092e-06,	94.005,	2311.99,
67108864,	1811,	2,	1,	0.065,	360,	5.077130000000001e-09,	3.10614e-07,	2.19027e-06,	93.9646,	2312.79,
67108864,	1812,	2,	1,	0.065,	360,	5.0734500000000005e-09,	3.1077400000000003e-07,	2.18922e-06,	93.9039,	2313.48,
67108864,	1813,	2,	1,	0.065,	360,	5.06976e-09,	3.1093400000000005e-07,	2.18816e-06,	93.8431,	2314.18,
67108864,	1814,	2,	1,	0.065,	360,	5.06731e-09,	3.11096e-07,	2.1875100000000005e-06,	93.8027,	2314.98,
67108864,	1815,	2,	1,	0.065,	360,	5.06363e-09,	3.11256e-07,	2.18645e-06,	93.742,	2315.68,
67108864,	1816,	2,	1,	0.065,	360,	5.06117e-09,	3.1175e-07,	2.30931e-06,	93.7015,	2316.48,
67108864,	1817,	2,	1,	0.065,	360,	5.058360000000001e-09,	3.1254199999999997e-07,	2.1930300000000004e-06,	93.9393,	2324.36,
67108864,	1818,	2,	1,	0.065,	360,	5.0559e-09,	3.1270400000000005e-07,	2.1923800000000003e-06,	93.8987,	2325.16,
67108864,	1819,	2,	1,	0.065,	360,	5.05222e-09,	3.1286500000000004e-07,	2.19131e-06,	93.8378,	2325.86,
67108864,	1820,	2,	1,	0.065,	360,	5.04977e-09,	3.13027e-07,	2.19066e-06,	93.7972,	2326.66,
